Starting Experiment with Threshold 0.001
Stopping till first time coarse-grained measure falls below threshold
Note also recording number of comparisons (ie offset where match is found)
Filename, Fine-grained tries, Coarse-grained Measure, comparisons#, Buffer size (bytes), Heap size (bytes), time taken (ms)
0000000536,0,0.0,16388,1403,213181,1
0000000537,0,0.0,16386,1401,213179,1
0000000538,0,0.0,16387,1401,213177,1
0000000539,0,0.0,16388,1401,213181,1
0000000540,0,0.0,16388,1399,213178,1
0000000541,0,0.0,16384,1398,213178,1
0000000542,0,0.0,16388,1402,213178,1
0000000543,0,0.0,16387,1402,213179,1
0000000544,0,0.0,16386,1400,213177,1
0000000545,0,0.0,16388,1402,213180,1
0000000546,0,0.0,16388,1403,213179,1
0000000547,0,0.0,16383,1397,213176,1
0000000548,0,0.0,16388,1398,213178,1
0000000549,0,0.0,16387,1399,213174,1
0000000550,0,0.0,16388,1401,213178,1
0000000551,0,0.0,16386,682,213181,1
0000000552,0,0.0,16388,1397,213176,1
0000000553,0,0.0,16388,1400,213178,1
0000000554,0,0.0,16387,1401,213177,1
0000000555,0,0.0,16383,1403,213184,1
0000000556,0,0.0,16388,1401,213181,1
0000000557,0,0.0,16388,1398,213178,1
0000000558,0,0.0,16388,1402,213179,1
0000000559,0,0.0,16387,1400,213176,1
0000000560,0,0.0,16385,1401,213185,1
0000000561,0,0.0,16388,1403,213185,1
0000000562,0,0.0,16388,1401,213179,1
0000000563,0,0.0,16388,1401,213177,1
0000000564,0,0.0,16388,1400,213178,1
0000000565,0,0.0,16387,1398,213179,1
0000000566,0,0.0,16387,1399,213178,1
0000000567,0,0.0,16387,1398,213177,1
0000000568,0,0.0,16388,1399,213174,2
0000000569,0,0.0,16387,1401,213177,1
0000000570,0,0.0,16384,1404,213178,1
0000000571,0,0.0,16388,1401,213177,1
0000000572,0,0.0,16388,1401,213175,1
0000000573,0,0.0,16387,1397,213174,1
0000000574,0,0.0,16387,1401,213180,1
0000000575,0,0.0,16385,684,213182,1
0000000576,0,0.0,16387,1404,213182,1
0000000577,0,0.0,16388,1401,213179,1
0000000578,0,0.0,16388,1401,213179,1
0000000579,0,0.0,16387,1401,213182,1
0000000580,0,0.0,16387,1401,213184,1
0000000581,0,0.0,16388,1398,213179,1
0000000582,0,0.0,16386,1396,213173,1
0000000583,0,0.0,16386,1403,213182,1
0000000584,0,0.0,16387,1403,213185,1
0000000585,0,0.0,16388,1399,213176,1
0000000586,0,0.0,16388,1402,213177,1
0000000587,0,0.0,16387,1403,213180,1
0000000588,0,0.0,16388,1401,213183,1
0000000589,0,0.0,16388,1398,213177,1
0000000590,0,0.0,16387,1401,213180,1
0000000591,0,0.0,16386,1405,213181,1
0000000592,0,0.0,16388,1403,213186,1
0000000593,0,0.0,16388,1400,213178,1
